type,message
2,4G Video [TITLE] Data pack successfully activated with unlimited YouTube .
1,Enjoy [PERCENT] [PERCENT] OFF @ Amethyst Resort-Passikudah T : [NUMBER] till [DATE] [DATE] [DATE] & [LOCATION] [LOCATION] [LOCATION] T : [NUMBER] till [DATE] [DATE] [DATE] with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] . Visit bit.ly / HTLoffers19
1,"Enjoy [PERCENT] [PERCENT] CASHBACK on the [ORDINAL] Rs. [NUMBER] of your total bill value paid via FriMi app when you shop at [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] outlets . Offer valid from [TIME] [TIME] to [DATE] [DATE] [DATE] , [DATE] [DATE] [DATE] . T&C apply bit.ly / keels _ 20feb * StopAd ? SMS BL FriMi to [NUMBER] *"
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 06Jul-Sampath Bank
3,You sent LKR [NUMBER] from 2222XXXX03 to 2222XXXX19
1,"මේ [NUMBER] [NUMBER] [NUMBER] [NUMBER] තු [NUMBER] , [NUMBER] ViU App [NUMBER] [NUMBER] [NUMBER] [MISC] BLOCKBUSTER movies නරඹන න . [URL] click [NUMBER] Mersel movie [NUMBER] [NUMBER] න / [NUMBER] Viu App [NUMBER] [NUMBER] [NUMBER] න . [NUMBER] [NUMBER] සහිතයි"
4,Your transaction OTP is [NUMBER]
2,[NUMBER] Missed call ( s ) from [NUMBER] on 04-Feb-20 [TIME] [TIME] .
4,Your transaction OTP is [NUMBER]
1,Dialog Mega Wasana heta dinum adeemata oba sathu dinum anka ganana [NUMBER] . Rs . KOTIYAKA supiri thyagaya dinaganimata ithuru anka labaganna Rs. [NUMBER] reload karanna
3,[MISC] [MISC] [MISC] To [NUMBER] was performed on your FriMi [STATE_OR_PROVINCE] [DATE] [NUMBER] [NUMBER] for LKR [NUMBER]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 21Feb-Sampath Bank
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for SVR-000000026451 - [ORGANIZATION] [ORGANIZATION]
2,"Dear customer , you have [NUMBER] [STATE_OR_PROVINCE] [ [TIME] ] Free Data , [NUMBER] [STATE_OR_PROVINCE] [ [TIME] ] Free Data , Thank you ."
1,Pizza Hut DO N’T [TITLE] [DATE] is back ! Buy [NUMBER] & Get another [MISC] [MISC] [MISC] [MISC] ( same or lesser value ) only for DINE-IN orders on select toppings . Offer also valid on TAKEAWAY at an extra charge of Rs100 per pizza . Valid [DATE] ( [DATE] [DATE] [DATE] ) . Visit our restaurants & enjoy!T & C apply * StopAd ? SMS BL Pizza Hut to [NUMBER] *
1,"Pizza Hut introduces CHEESE TOAST ! A blend of delicious cheddar & colby cheese together with a [TITLE] of cream cheese , accompanied by onions and green chillies at Rs625 . Visit us or call [NUMBER] for delivery . T&C apply * StopAd ? SMS BL Pizza Hut to [NUMBER] *"
1,Enjoy [PERCENT] [PERCENT] OFF @ [PERSON] [PERSON] till [DATE] [DATE] [DATE] & [PERCENT] [PERCENT] OFF on Spectacles and Sunglasses @ [PERSON] [PERSON] [PERSON] till [DATE] [DATE] [DATE] with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] . Visit bit.ly / Tisthecard
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION]
1,Pizza Hut Cyber Savings ! Buy a Large Pizza & get a [MISC] [MISC] [MISC] [MISC] [STATE_OR_PROVINCE] Get [NUMBER] Classic/Signature Medium Pizzas for Rs1700 [STATE_OR_PROVINCE] Get a Spaghetti with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] meat and Garlic Bread Supreme for Rs950 ! Only for ONLINE orders made on [URL] till [DATE] [DATE] . T&C apply * StopAd ? SMS BL Pizza Hut to [NUMBER] *
3,Cr Crd no . [NUMBER] Auth Pmt LKR [NUMBER] at MCDONALD?S ; Avl Bal LKR [NUMBER] Enq Call 0112300604-Sampath Bank 14-Mar
1,"රු [NUMBER] [NUMBER] [NUMBER] [NUMBER] [NUMBER] [NUMBER] [STATE_OR_PROVINCE] [NUMBER] [NUMBER] . [NUMBER] [NUMBER] [NUMBER] රු [NUMBER] [NUMBER] [NUMBER] [NUMBER] සක [NUMBER] [NUMBER] හෝ [NUMBER] [NUMBER] Anytime [NUMBER] GB , Night-time [NUMBER] GB සහ 4G [NUMBER] [NUMBER] [NUMBER] GB [NUMBER] න . [NUMBER] [NUMBER] දින [NUMBER] [NUMBER] වේ . T&C If you wish to deactivate promotional SMS , Type "" PROMO OFF "" and SMS to [NUMBER] ."
1,"Dear Customer , get [NUMBER] D2D [DURATION] totally FREE for [DURATION] [DURATION] by recharging Rs. [NUMBER] . Recharge [DATE] to enjoy the best from Dialog . Offer valid till [DATE] . T&C"
2,"Dear Customer , Your Service Request [NUMBER] is closed ."
2,You have [DATE] exceeded your allocated free data . Standard data charges will be applicable for additional data usage .
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for TFR-VISHWA - [ORGANIZATION] [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 29Feb-Sampath Bank
1,Enjoy [PERCENT] [PERCENT] CASHBACK for your [TITLE] Reloads or Bill Payments on the [ORDINAL] Rs. [NUMBER] of your total reload/bill value . Offer valid from [DATE] [DATE] [DATE] to [TIME] [DATE] [DATE] [DATE] . T&C apply [URL] * StopAd ? SMS BL FriMi to [NUMBER] *
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 31Jul-Sampath Bank
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 01Aug-Sampath Bank
1,"Dear Customer , get15D2D [DURATION] totally FREE for2days by recharging Rs150 . Recharge [DATE] to enjoy the best from Dialog . Offer valid till16/11/19 . T&C"
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 14Feb-Sampath Bank
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for SVR-000000026545 - [ORGANIZATION] [ORGANIZATION]
1,Enjoy 3M [PERCENT] [PERCENT] instalment plans on your purchases at selected partner outlets @ The [MISC] [MISC] [MISC] [MISC] with SAMPATH Credit Cards till [DATE] [DATE] [DATE] . Valid for bills over LKR [NUMBER] / - . T&C Apply .
2,Hi ! Home Broadband has been successfully added to your Genie account .
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 27Aug-Sampath Bank
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for M/H Claim - [ORGANIZATION] [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION]
3,You sent [ORGANIZATION] [NUMBER] from 2222XXXX03 to 2222XXXX19
2,You have successfully activated the Rs. [NUMBER] / - package with [NUMBER] GB Anytime + [NUMBER] [MISC] [TIME] [MISC] ( [TIME] [TIME] - [TIME] [TIME] ) Data & [NUMBER] GB FREE 4G BONUS ( to be used within
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 04Dec-Sampath Bank
1,Pizza Hut DO N’T [TITLE] [DATE] is back ! Buy [NUMBER] & Get another [MISC] [MISC] [MISC] [MISC] ( same or lesser value ) only for DINE-IN orders on select toppings . Offer also valid on TAKEAWAY at an extra charge of Rs100 per pizza . Valid [DATE] ( [DATE] [DATE] [DATE] ) . Visit our restaurants & enjoy!T & C apply * StopAd ? SMS BL Pizza Hut to [NUMBER] *
2,Allocated Anytime Data quota exceeded . Rs. [NUMBER] / - + taxes per [STATE_OR_PROVINCE] for extra usage will apply . Visit [URL] to activate a new Data Card
1,"Dialog Mega Wasana ! Rs. 95ka obe reload ekata adala dinum anka wanne [NUMBER] , [NUMBER] . Dinum adeema eelanga Senasurada [NUMBER] pm [ORGANIZATION] osse . Wedi wisthara [MONEY] [MONEY] [MONEY]"
3,[DURATION] A/c ** [DATE] debited Rs. [NUMBER] for SVR-000000027121 - [ORGANIZATION] [ORGANIZATION]
4,Your transaction OTP is [NUMBER]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 09Nov-Sampath Bank
1,Enjoy [PERCENT] [PERCENT] OFF @ Shirtworks with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] on [NUMBER] & [DATE] [DATE] [DATE] . T&C Apply . Visit bit.ly / Tisthecard
1,"Enjoy [PERCENT] [PERCENT] OFF on Fresh Vegetables , Fruits & Seafood @ Cargills FoodCity outlets with SAMPATH Credit Cards [SET] [SET] till [DATE] [DATE] [DATE] . Valid for bills over LKR2000 / - . T&C Apply ."
1,"[DATE] Vibes with Pizza Hut ! Enjoy [NUMBER] Large MAYO Pizzas with creamy MAYONNAISE for Rs2500 & save up to Rs1300 ! Valid from 23rd-25th [DATE] [DATE] , on Classic & Signature ranges ( excluding [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] ) . Visit us or call [NUMBER] ! T&C apply . * StopAd ? SMS BL Pizza Hut to [NUMBER] *"
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for TFR-VISHWA [DURATION] A/c ** [DATE] debited Rs. [NUMBER] for SVR-000000029963 - [ORGANIZATION] [ORGANIZATION]
1,"Hithawath paribhogikaya , [MONEY] [MONEY] * [MONEY] [MONEY] dial kirimen ho MyDialog app eka osse obe sambandhathawayata kriyathmaka karagena athi amathara sevavan , pahasuwen hasurawanna . Sthuthi ."
1,"Sewoma illana hit song eka , ' [PERSON] [PERSON] ' obe mTune eka karaganna , dial [MONEY] [MONEY] [MONEY] [MONEY] [MONEY] T&C apply ."
3,CEFTS was performed on your FriMi [STATE_OR_PROVINCE] [DATE] [NUMBER] [NUMBER] for LKR [NUMBER]
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for POS/REV SET GOOG [DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 22Oct-Sampath Bank
3,You sent [ORGANIZATION] [NUMBER] from 2222XXXX03 to 2222XXXX40
1,Enjoy [PERCENT] [PERCENT] OFF on Spices @ Mc Currie outlets till [DATE] [DATE] [DATE] with SAMPATH Credit Cards . T&C Apply . Visit bit.ly / Tisthecard
2,[NUMBER] Missed call ( s ) from [NUMBER] on 29-Aug-19 [TIME] [TIME] .
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 22Aug-Sampath Bank
1,"' [PERSON] [PERSON] ' an [TIME] of enthralling music & dance with [LOCATION] , [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] . Catch them on [DATE] [DATE] [DATE] from [NUMBER] PM at [LOCATION] [LOCATION] [LOCATION] . Click [URL] to get your tickets [DATE] ."
2,"[NUMBER] GB left on HBB No. [NUMBER] . Activate a [MISC] [MISC] with [PERCENT] [PERCENT] BONUS via MyDialog app ( [URL] ) or type BB ( sp ) XXGB ( sp ) HBB No . & SMS to [NUMBER] . [NUMBER] GB [HANDLE] [NUMBER] , [NUMBER] GB [HANDLE] [NUMBER] , [NUMBER] GB [HANDLE] [NUMBER] , [NUMBER] GB [HANDLE] [NUMBER] , [NUMBER] GB @ [DATE] & [NUMBER] GB @ [DATE] + tax"
2,[NUMBER] Missed call ( s ) from [NUMBER] on 18-Feb-20 [TIME] [TIME] .
1,Special Offer from Domino 's ! Enjoy [NUMBER] All [DURATION] favorite pizzas @ Rs. [NUMBER] . Call [DATE] or Visit Us * T&C apply . Download our App [URL] for existing offers . * SMS NO Domino 's to [NUMBER]
1,"[PERSON] [PERSON] , 25/09/19ta pera Obe durakathnayata Rs. [NUMBER] ekawara reload kara dina 3k walangu winadi 20ka D2D deshiya katha kalayak NOMILE labaganna . [ORGANIZATION] ."
2,"Dear [PERSON] [PERSON] , Your order [MONEY] [MONEY] has been placed . We will inform you when your order is on its way to you . Your Daraz team ."
1,"[PERSON] [PERSON] , danma Rs. [NUMBER] recharge kara D2D winadi [NUMBER] dina [NUMBER] pura nomile labaganna . [DATE] thek walanguwe . T&C"
2,"Thank you for using BookMyShow . Your ticket ( s ) have been collected for booking id - [TIME] quantity - [NUMBER] seat ( s ) ( Block D Upper Level : A173 , A174 , A175 , A176 , A177 ) for [COUNTRY] Tour of [COUNTRY] [COUNTRY] [DATE] - [ORDINAL] ODI . Total Amount - Rs [NUMBER] on [DATE] [DATE] [DATE] [TIME] [TIME] [TIME]"
1,"Enjoy [PERCENT] [PERCENT] OFF @ Athukorala Fashion-Mawanella/Warakapola , Vincci Boutique-Nugegoda/Negombo/Kandy and [PERCENT] [PERCENT] OFF @ Panthera Styles-Kirulapone/Pelawatte with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] on [DATE] [DATE] & [DATE] [DATE] [DATE] . T&C Apply . Visit bit.ly / Tisthecard"
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for TFR-VISHWA - [ORGANIZATION] [ORGANIZATION]
1,"Pizza Hut brings you THIN CRUST pizzas , a delightfully light crust , hand-stretched & oven-baked to perfection . Available in pepperoni paradiso , fiery chicken , seafood supremo , chicken trio & many more . Starting at Rs650 in regular & large . Call [NUMBER] for delivery . T&C apply * StopAd ? SMS BL Pizza Hut to [NUMBER] *"
1,‘ SampathCards FAB [DATE] Online Fiesta ’ Enjoy [PERCENT] [PERCENT] OFF @ cosmetics.lk with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] on [ORDINAL] & [DATE] [DATE] [DATE] . T&C Apply . Visit bit.ly / FabFeb20
1,"Enjoy [PERCENT] [PERCENT] CASHBACK on the [ORDINAL] Rs. [NUMBER] of your total bill value paid via FriMi app when you shop at [ORGANIZATION] [ORGANIZATION] , Superstore & [SET] outlets . Offer valid from [TIME] [TIME] to [DATE] [DATE] [DATE] [DATE] [DATE] [DATE] [DATE] . T&C apply bit.ly / Arpico _ 20Feb * StopAd ? SMS BL FriMi to [NUMBER] *"
2,"Dear Customer , you earned [NUMBER] points on [DATE] [TIME] for your usage of DIALOG [TITLE] services from [DATE] to [NUMBER]"
3,CEFTS was performed on your FriMi [STATE_OR_PROVINCE] [DATE] [NUMBER] [NUMBER] for LKR [NUMBER]
1,[PERSON] [PERSON] [PERSON] [PERSON] . Obage Jeewitha Ha [PERSON] [PERSON] [PERSON] [PERSON] ? [PERSON] [PERSON] !!! [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] of [COUNTRY] [COUNTRY] . [NUMBER]
1,Enjoy up to [PERCENT] [PERCENT] OFF on selected branded watches @ Wimaladharma & Sons with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] till [DATE] [DATE] [DATE] . T&C Apply . Visit bit.ly / Tisthecard
4,"Dear Customer , Please use the following OTP : [NUMBER] to complete your online request . [ORGANIZATION] [ORGANIZATION]"
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for SVR-000000032253 - [ORGANIZATION] [ORGANIZATION]
4,"[NUMBER] is your [ORGANIZATION] [ORGANIZATION] . OTP is confidential . For security reasons , DO NOT share this OTP with anyone ."
4,Your transaction OTP is [NUMBER]
2,"Dear Customer , In order to provide you with a better experience , a system update will be carried out on [DATE] [DATE] from [NUMBER] AM to [NUMBER] AM SL time . Therefore , banking transactions will be temporarily disrupted during this period . Regret any inconvenience caused ."
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for CEFTLV-01-205000 - [ORGANIZATION] [ORGANIZATION]
3,Bill Payment/Reload Dialog [TITLE] Payment to : [NUMBER] sent by [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [TIME] [TIME] Rs. [NUMBER] Service Charge : Rs. [NUMBER] RN : [NUMBER]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for SVR-000000027547 - [ORGANIZATION] [ORGANIZATION]
1,"Pizza Hut Introduces [NUMBER] New Sweet Delights for the Season ! Enjoy a delicious Chocolate Biscuit Pudding for Rs200 & Chocolate Mousse for Rs300 ! Available for a limited time only . Visit us , click [URL] or call [NUMBER] to order . T&C apply * StopAd ? SMS BL Pizza Hut to [NUMBER] *"
3,[DURATION] A/c ** [DATE] credited Rs. [NUMBER] for TFR-VISHWA - [ORGANIZATION] [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 12Mar-Sampath Bank
1,Enjoy additional [PERCENT] [PERCENT] OFF with up to 40M [PERCENT] [PERCENT] plans @ www.daraz.lk with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] on [DATE] [DATE] [DATE] . T&C Apply . Visit bit.ly / Da1111
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 12Nov-Sampath Bank
3,[DURATION] A/c ** [DATE] debited Rs. [NUMBER] for SVR-000000034804 [DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for TFR-VISHWA - [ORGANIZATION] [ORGANIZATION]
2,"Dear customer , you have [DURATION] [DURATION] free D2D call , [NUMBER] free D2D SMS , [NUMBER] [STATE_OR_PROVINCE] free Data , Thank you ."
1,An Interest free loan for [NUMBER] & [DATE] GCE A/L qualified students to follow a degree at Non State Higher Education Institutes - for more information [URL]
2,"Dear Customer , you earned [NUMBER] points on [DATE] for your usage of [ORGANIZATION] [ORGANIZATION] services from [DATE] [DATE] [DATE]"
1,"Your health and well-being is our top priority.Use Nations Direct our digital banking services which includes the [TITLE] [MISC] , Online Banking , ATM & Cash deposit machines for [DURATION] to [DURATION] banking needs . Make Instant fund transfers , check your balance , card & bill payments at your convenience.Let ’s stay safe & stay healthy"
3,CEFTS was performed on your FriMi [STATE_OR_PROVINCE] [DATE] [NUMBER] [NUMBER] for LKR [NUMBER]
1,"We are open to serve you from [TIME] [TIME] to [TIME] [TIME] [TIME] Safe and Contactless McDelivery is [DATE] available from our [LOCATION] , [LOCATION] , [PERSON] and [ORGANIZATION] [NUMBER] outlets . Visit our website at [URL] or call us at [NUMBER] [NUMBER] [NUMBER] [NUMBER] to place your order . * StopAd ? SMS BL [ORGANIZATION] 's to [NUMBER] *"
2,"Dear customer , you have successfully recharged your account with Rs. [NUMBER] , You have an available balance of Rs. [NUMBER] . valid till [NUMBER] ."
1,Enjoy [PERCENT] [PERCENT] OFF @ [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] T : [NUMBER] & Hotel Tree of Life-Kandy T : [NUMBER] with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] till [DATE] [DATE] [DATE] . T&C Apply .
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for NA - [ORGANIZATION] [ORGANIZATION]
2,[NUMBER] Missed call ( s ) from [NUMBER] on 15-Oct-19 [TIME] [TIME] .
3,[MISC] [MISC] [MISC] To [NUMBER] was performed on your FriMi [STATE_OR_PROVINCE] [DATE] [NUMBER] [NUMBER] for LKR [NUMBER]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 27Oct-Sampath Bank
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for [ORGANIZATION] - [STATE_OR_PROVINCE] Syn0000 - [ORGANIZATION] [ORGANIZATION]
1,' SampathCards FAB [DATE] Online Fiesta ' Enjoy up to [PERCENT] [PERCENT] OFF on selected brands @ [URL] and up to [PERCENT] [PERCENT] OFF with 12M [PERCENT] [PERCENT] plans on selected products @ www.mysoftlogic.lk with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] on [ORDINAL] & [DATE] [DATE] [DATE] . T&C Apply . Visit bit.ly / FabFeb20
1,"Due to the prevailing health concerns , all theaters have been closed until further notice . We urge all our customers to take all necessary precautions during this time . Team [NUMBER] * StopAd ? SMS BL [NUMBER] to [NUMBER] *"
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 11Nov-Sampath Bank
1,"Watch your favorite movies & teledramas on-the-go via the Dialog ViU app . To watch the movie [PERSON] [PERSON] [PERSON] or to download the Dialog ViU app , click [URL] T&C apply"
1,Obe Star Points kal ikuthvimata thawa dina [NUMBER] yi . SHESHAYA ho WISHESHA DEEMANA sandaha danma Star Points [TITLE] app eka download karaganimata [URL] wetha piwisenna . T&C
3,CEFTS was performed on your FriMi [STATE_OR_PROVINCE] [DATE] [NUMBER] [NUMBER] for LKR [NUMBER]
1,Ride together . Die together . Bad Boys for Life at Scope Cinemas from [DATE] [DATE] . Reserve your seat [DATE] https://www.scopecinemas.com/
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 16Feb-Sampath Bank
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for TFR-VISHWA - [ORGANIZATION] [ORGANIZATION]
4,Your transaction OTP is [NUMBER]
1,Send a minimum of Rs. [NUMBER] to [NUMBER] of your FriMi buddies & stand a chance to WIN a [PERCENT] [PERCENT] CASHBACK on the [ORDINAL] Rs. [NUMBER] spent at any FriMi accepted pub or restaurant of your choice . Promo valid till [DATE] [DATE] [DATE] . T&C apply - bit.ly / SendMoneyMAR20 * StopAd ? SMS BL FriMi to [NUMBER] *
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for CEFTLV-01-205000 - [ORGANIZATION] [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 10Feb-Sampath Bank
1,"Enjoy [PERCENT] [PERCENT] savings at [ORGANIZATION] , [ORGANIZATION] [ORGANIZATION] , [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] ’s Closet on [DATE] [DATE] with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] . T&C Apply ."
3,Cr Crd no . [NUMBER] Auth Pmt LKR [NUMBER] at [TITLE] MOBILES ; Avl Bal LKR [NUMBER] Enq Call 0112300604-Sampath Bank 19-Dec
1,Enjoy [PERCENT] [PERCENT] OFF @ UPTOWN Liberty Plaza & [PERCENT] [PERCENT] OFF @ [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] on [NUMBER] [DATE] [DATE] [DATE] [DATE] . Valid only up to a max bill of Rs. [NUMBER] / - . T&C Apply .
1,රන [NUMBER] [NUMBER] [NUMBER] Dialog ViU ඔස [NUMBER] [NUMBER] [NUMBER] Dialog ViU App [NUMBER] [NUMBER] [NUMBER] [NUMBER] [URL] [NUMBER] [NUMBER] [NUMBER] න . Dialog [TITLE] සහ Home Broadband සබඳතා [NUMBER] [NUMBER] [NUMBER] [NUMBER] [NUMBER] තු [NUMBER] නොකෙරේ . [NUMBER] [NUMBER] සහිතයි .
1,"Earn an amazing [DURATION] round [PERCENT] [PERCENT] CASH BACK ON YOUR FUEL , SUPERMARKET & UTILITY BILL PAYMENTS with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] . TO APPLY FOR YOUR [DATE] [DATE] FREE CARD give a missed call to [NUMBER] on or before [DATE] [DATE] [DATE] . T&C Apply . Visit bit.ly / CashBack19 for more info ."
2,"Hey FriMian , further to our notification , the system upgrade is in progress & FriMi transactions via [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] ( physical & virtual ) will not be available to you till [TIME] [TIME] SL time [DATE] [DATE] [DATE] [DATE] . We thank you for your patience . * StopAd ? SMS BL FriMi to [NUMBER] *"
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for CEFTLV-01-205000 - [ORGANIZATION] [ORGANIZATION]
1,Enjoy [PERCENT] [PERCENT] CASHBACK on the [ORDINAL] Rs. [NUMBER] of your total bill paid via FriMi app when you shop at [PERSON] between [TIME] [TIME] to [DATE] [DATE] [DATE] [DATE] [DATE] [DATE] [DATE] . T&C apply . [URL] See how to pay - [URL] * StopAd ? SMS BL FriMi to [NUMBER] *
2,"To set up phone for data , goto internet settings & set the [ORGANIZATION] to ppwap ( prepaid ) or dialogbb ( postpaid ) & MMSC address as [URL]"
2,"Anytime quota for HBB connection [NUMBER] exceeded . Get a [MISC] [MISC] for high speeds via the MyDialog app ( [URL] ) or type BB ( sp ) XXGB ( sp ) HBB connection no & SMS to [NUMBER] . [NUMBER] GB @ Rs. [NUMBER] , [NUMBER] GB [HANDLE] [NUMBER] , [NUMBER] GB [HANDLE] [NUMBER] or [NUMBER] GB [HANDLE] [NUMBER] + tax"
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 17Feb-Sampath Bank
3,[DURATION] A/c ** [DATE] debited Rs. [NUMBER] for SVR-000000033498 - [ORGANIZATION] [ORGANIZATION]
2,"Your ad has been live for [DURATION] [DURATION] ! If it 's not longer valid , you can delete it here : [URL]"
1,"Wing It Mix ‘ n ’ Match with Pizza Hut ! You can [DATE] mix any [NUMBER] flavours in our 24pc bucket for Rs1320 [STATE_OR_PROVINCE] any [NUMBER] flavours in our 12pc bucket for Rs745 . Choose from Sriracha , [PERSON] [PERSON] , BBQ & Garlic Parmesan . T&C apply . Visit us , click [URL] or call [NUMBER] for delivery ! * StopAd ? SMS BL Pizza Hut to [NUMBER] *"
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 08Sep-Sampath Bank
1,"Enjoy [PERCENT] [PERCENT] OFF @ Club Hotel Dolphin , [CITY] & Hotel Sigiriya , [PERSON] with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] till [DATE] [DATE] [DATE] . T : [NUMBER] . T&C Apply . Visit bit.ly / slh30"
4,Your transaction OTP is [NUMBER]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 09Jan-Sampath Bank
1,Enjoy [PERCENT] [PERCENT] OFF on Dine-in at over [NUMBER] restaurants @ [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] till [DATE] [DATE] [DATE] . T&C Apply . Visit bit.ly / TfS25
3,[MISC] [MISC] [MISC] To [NUMBER] was performed on your FriMi [STATE_OR_PROVINCE] [DATE] [NUMBER] [NUMBER] for LKR [NUMBER]
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for DEP ATM [NUMBER] [NUMBER] - [ORGANIZATION] [ORGANIZATION]
1,"Pizza Hut [DATE] Vibes ! Buy any Large Pan Pizza & get a select THIN CRUST Regular Pizza FREE ! Valid from 22nd-24th [DATE] . FREE pizza includes [PERSON] , Grilled Veg , Fiery Chicken , [ORGANIZATION] [ORGANIZATION] , [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] . Visit us or call [NUMBER] ! T&C apply . * StopAd ? SMS BL Pizza Hut to [NUMBER] *"
1,Need DATA urgently ? Simply type [NUMBER] and SMS to [NUMBER] to get [NUMBER] GB Data for [DURATION] [DURATION] and keep browsing ! Rs. [NUMBER] / - only . T&C
1,"[PERSON] [PERSON] , danma Rs. [NUMBER] recharge kara D2D winadi [NUMBER] dina [NUMBER] pura nomile labaganna . [NUMBER] thek walanguwe . T&C"
